year,transistors,max_clock,clock,tdp,vdd_high,vdd_low
2008.0,731.0,3460.0,3200.0,130.0,1.375,0.8
2008.0,410.0,1860.0,1860.0,20.0,1.35,0.85
2008.0,410.0,3000.0,3000.0,40.0,1.35,0.85
2008.0,94.0,1600.0,1600.0,8.0,1.1625,0.9
2008.0,456.0,2660.0,2660.0,95.0,13625.0,0.85
2008.0,456.0,2500.0,2500.0,95.0,1.3625,0.85
2008.0,410.0,3000.0,3000.0,65.0,1.3625,0.85
2008.0,820.0,2133.0,2133.0,40.0,1.35,0.85
2008.0,47.0,1600.0,1600.0,2.0,1.1,0.75
2008.0,47.0,1330.0,1330.0,2.0,1.1,0.75
2008.0,820.0,2330.0,2330.0,50.0,1.35,0.85
2008.0,410.0,3160.0,3160.0,65.0,1.3625,
2008.0,600.0,2750.0,2750.0,,,
2008.0,600.0,2520.0,2520.0,,,
2008.0,,1600.0,1600.0,,1.1,0.75
2008.0,731.0,2930.0,2667.0,130.0,1.375,0.8
2008.0,47.0,1600.0,1600.0,4.0,1.1625,0.9
2008.0,228.0,2500.0,2500.0,65.0,1.3625,0.85
2008.0,,2100.0,2100.0,35.0,1.1,0.95
2008.0,463.0,2600.0,2600.0,140.0,1.3,1.25
2008.0,456.0,2330.0,2330.0,95.0,1.3625,0.85
2008.0,105.0,2000.0,2000.0,65.0,1.5,0.85
2008.0,105.0,2200.0,2200.0,35.0,1.3375,1.0
2008.0,47.0,1860.0,1860.0,2.4,1.1,0.75
2008.0,47.0,800.0,800.0,0.65,1.1,0.8
2008.0,291.0,2160.0,2160.0,35.0,1.175,1.075
2008.0,291.0,2260.0,2260.0,31.0,,
2008.0,291.0,2160.0,2160.0,31.0,1.3,0.95
2008.0,228.0,2400.0,2400.0,30.0,,
2008.0,820.0,3400.0,3400.0,150.0,1.35,0.85
2008.0,1900.0,2130.0,2130.0,50.0,1.45,0.9
2008.0,1900.0,2130.0,2130.0,65.0,1.45,0.9
2008.0,1900.0,2130.0,2130.0,90.0,1.45,0.9
2008.0,1900.0,2400.0,2400.0,90.0,1.45,0.9
2008.0,1900.0,2400.0,2400.0,90.0,1.45,0.9
2008.0,1900.0,2130.0,2130.0,90.0,1.45,0.9
2008.0,1900.0,2660.0,2660.0,130.0,1.45,0.9
2008.0,291.0,1830.0,1830.0,35.0,1.175,1.075
2008.0,731.0,2930.0,2660.0,130.0,1.375,0.8
2008.0,291.0,1730.0,1730.0,35.0,1.175,1.075
2008.0,463.0,2000.0,2000.0,65.0,1.125,1.075
2008.0,105.0,1600.0,1600.0,65.0,1.5,0.85
2008.0,105.0,2400.0,2400.0,65.0,1.5,0.85
2008.0,820.0,3200.0,3200.0,136.0,1.3625,0.85
2008.0,820.0,2530.0,2530.0,45.0,1.175,1.05
2008.0,456.0,2500.0,2500.0,95.0,1.3625,0.85
2008.0,820.0,3000.0,3000.0,95.0,1.3625,0.85
2008.0,410.0,2000.0,2000.0,25.0,1.25,1.0
2008.0,820.0,2260.0,2260.0,45.0,1.175,1.05
2008.0,410.0,2000.0,2000.0,25.0,1.15,1.062
2008.0,820.0,2830.0,2830.0,95.0,1.3625,0.85
2008.0,410.0,2400.0,2400.0,25.0,,
2008.0,456.0,2330.0,2330.0,95.0,1.3625,0.85
2008.0,820.0,2660.0,2660.0,95.0,1.3625,0.85
2008.0,456.0,2666.0,2666.0,95.0,1.3625,0.85
2008.0,228.0,2660.0,2660.0,65.0,1.3625,0.85
2008.0,228.0,2530.0,2530.0,65.0,1.3625,0.85
2008.0,167.0,2600.0,2600.0,65.0,1.5,0.85
2008.0,291.0,2000.0,2000.0,35.0,1.175,1.075
2008.0,456.0,2500.0,2500.0,95.0,1.3625,0.85
2008.0,456.0,2500.0,2500.0,95.0,1.3625,0.85
2008.0,731.0,3460.0,3200.0,130.0,1.375,0.8
2008.0,820.0,2660.0,2660.0,50.0,1.35,0.85
2008.0,410.0,2800.0,2800.0,44.0,1.275,1.0
2008.0,731.0,3200.0,2930.0,130.0,1.375,0.8
2008.0,291.0,1660.0,1660.0,35.0,1.175,1.075
2008.0,463.0,2500.0,2500.0,119.0,,
2008.0,410.0,3000.0,3000.0,65.0,1.3625,0.85
2008.0,420.0,2800.0,2800.0,65.0,1.3625,0.85
2008.0,410.0,3160.0,3160.0,65.0,1.3625,0.85
2008.0,228.0,2660.0,2660.0,65.0,1.3625,0.85
2008.0,,2700.0,2700.0,115.0,1.35,
2008.0,463.0,2300.0,2300.0,95.0,1.2,
2008.0,463.0,2300.0,2300.0,95.0,1.2,
2008.0,228.0,2530.0,2530.0,65.0,1.3625,0.85
2008.0,463.0,2200.0,2200.0,95.0,1.2,
2008.0,463.0,2100.0,2100.0,95.0,1.2,
2008.0,410.0,3500.0,3500.0,80.0,1.35,0.85
2008.0,410.0,2660.0,2660.0,65.0,1.3625,0.85
2008.0,450.0,2500.0,2500.0,95.0,1.325,1.05
2008.0,820.0,3330.0,3330.0,120.0,1.35,0.85
2008.0,410.0,2266.0,2266.0,25.0,1.25,1.0
2008.0,410.0,3330.0,3330.0,65.0,1.3625,0.85
2008.0,410.0,2533.0,2533.0,35.0,1.162,1.05
2008.0,291.0,1800.0,1800.0,35.0,1.175,0.9
2008.0,410.0,1400.0,1400.0,10.0,1.15,1.05
2008.0,410.0,2600.0,2600.0,35.0,1.25,1.0
2008.0,463.0,2400.0,2400.0,95.0,1.25,1.15
2008.0,410.0,2400.0,2400.0,25.0,1.15,1.05
2008.0,463.0,2400.0,2400.0,95.0,1.25,1.2
2008.0,463.0,2500.0,2500.0,125.0,1.3,1.2
2009.0,410.0,1200.0,1200.0,10.0,1.15,1.05
2009.0,410.0,1400.0,1400.0,5.5,1.15,1.05
2009.0,228.0,2930.0,2930.0,65.0,1.3625,0.85
2009.0,774.0,2800.0,1600.0,45.0,1.4,0.65
2009.0,228.0,3060.0,3060.0,65.0,1.3625,0.85
2009.0,,2500.0,2500.0,65.0,1.3625,0.85
2009.0,774.0,3200.0,2667.0,95.0,1.4,0.762
2009.0,,2400.0,2400.0,65.0,1.3625,0.85
2009.0,,1667.0,1667.0,13.0,,
2009.0,,1666.0,1666.0,2.5,,
2009.0,47.0,1660.0,1660.0,2.5,1.1625,0.9
2009.0,456.0,2660.0,2660.0,95.0,1.3625,0.85
2009.0,774.0,3600.0,2933.0,95.0,1.4,0.65
2009.0,228.0,2930.0,2930.0,65.0,,
2009.0,731.0,3330.0,3060.0,130.0,1.375,0.8
2009.0,731.0,3600.0,3333.0,130.0,1.375,0.8
2009.0,731.0,3333.0,3333.0,130.0,1.375,0.8
2009.0,774.0,3200.0,2000.0,55.0,,
2009.0,410.0,3060.0,3060.0,35.0,1.2125,1.05
2009.0,774.0,3060.0,1730.0,45.0,,
2009.0,774.0,2800.0,1600.0,45.0,,
2009.0,410.0,1300.0,1300.0,10.0,1.15,1.05
2009.0,774.0,3460.0,2800.0,95.0,1.4,0.65
2009.0,731.0,3200.0,2800.0,95.0,1.35,0.75
2009.0,774.0,2930.0,2530.0,95.0,1.4,0.65
2009.0,731.0,3330.0,3060.0,130.0,1.375,0.8
2009.0,105.0,2400.0,2400.0,65.0,1.5,0.85
2009.0,774.0,3600.0,2930.0,95.0,1.4,0.65
2009.0,,2400.0,2400.0,130.0,1.225,0.8
2009.0,,2530.0,2530.0,130.0,1.225,0.8
2009.0,731.0,2930.0,2660.0,130.0,1.375,0.8
2009.0,731.0,3200.0,2930.0,130.0,1.375,0.8
2009.0,731.0,3330.0,3060.0,130.0,1.375,0.8
2009.0,731.0,3460.0,3200.0,130.0,1.225,0.8
2009.0,731.0,3460.0,3200.0,130.0,1.375,0.8
2009.0,731.0,3600.0,3330.0,130.0,1.375,0.8
2009.0,731.0,3460.0,3200.0,130.0,1.375,0.8
2009.0,410.0,2000.0,2000.0,35.0,,
2009.0,731.0,3460.0,3200.0,130.0,1.35,0.75
2009.0,731.0,3600.0,3330.0,130.0,1.35,0.75
2009.0,820.0,3160.0,3160.0,95.0,1.3625,0.85
2009.0,774.0,2800.0,2400.0,95.0,1.4,0.7
2009.0,228.0,2700.0,2700.0,65.0,1.3625,0.85
2009.0,,2800.0,2800.0,137.0,1.3,
2009.0,758.0,2600.0,2600.0,95.0,1.425,0.875
2009.0,758.0,2800.0,2800.0,95.0,1.425,0.875
2009.0,758.0,2500.0,2500.0,95.0,1.425,0.875
2009.0,758.0,2600.0,2600.0,95.0,1.425,0.875
2009.0,758.0,2600.0,2600.0,95.0,1.425,0.875
2009.0,731.0,3600.0,3330.0,130.0,1.375,0.8
2009.0,758.0,2800.0,2800.0,125.0,1.425,0.875
2009.0,758.0,3000.0,3000.0,125.0,1.425,0.875
2009.0,758.0,3200.0,3200.0,125.0,1.4,0.85
2009.0,,2130.0,2130.0,60.0,1.35,0.75
2009.0,774.0,3600.0,2930.0,95.0,1.4,0.65
2009.0,774.0,3460.0,2800.0,95.0,1.4,0.65
2009.0,774.0,3200.0,2667.0,95.0,1.4,0.7
2009.0,758.0,2800.0,2800.0,95.0,1.425,0.85
2009.0,731.0,2480.0,2260.0,60.0,1.35,0.75
2009.0,774.0,3200.0,1860.0,45.0,1.4,0.65
2009.0,731.0,2670.0,2670.0,95.0,1.35,0.75
2009.0,47.0,2000.0,2000.0,2.4,,
2009.0,731.0,2660.0,2400.0,60.0,1.35,0.75
2009.0,410.0,2200.0,2200.0,35.0,,
2009.0,228.0,2800.0,2800.0,65.0,1.3625,0.85
2009.0,47.0,1200.0,1200.0,1.4,,
2009.0,,1860.0,1860.0,80.0,1.35,0.75
2009.0,410.0,1300.0,1300.0,10.0,,
2009.0,410.0,2200.0,2200.0,35.0,,
2009.0,410.0,2100.0,2100.0,35.0,1.25,1.0
2009.0,410.0,2260.0,2260.0,25.0,,
2009.0,,2000.0,2000.0,80.0,1.35,0.75
2009.0,,2130.0,2130.0,80.0,1.35,0.75
2009.0,410.0,1300.0,1300.0,5.5,1.15,1.05
2009.0,456.0,2660.0,2660.0,65.0,1.3625,0.85
2009.0,904.0,2600.0,2600.0,115.0,1.3,
2009.0,410.0,2200.0,2200.0,35.0,,
2009.0,228.0,3060.0,3060.0,65.0,1.3625,0.85
2009.0,731.0,3333.0,2930.0,95.0,1.35,0.75
2009.0,820.0,2830.0,2830.0,65.0,1.3625,0.85
2009.0,,2200.0,2200.0,65.0,1.5,0.85
2009.0,410.0,3000.0,3000.0,45.0,1.3625,0.85
2009.0,228.0,2930.0,2930.0,65.0,1.3625,0.85
2009.0,410.0,2130.0,2130.0,25.0,1.15,1.05
2009.0,410.0,2260.0,2260.0,25.0,,
2009.0,410.0,2530.0,2530.0,25.0,1.15,1.05
2009.0,410.0,2000.0,2000.0,45.0,1.175,1.05
2009.0,,2530.0,2530.0,80.0,1.35,0.75
2009.0,410.0,1800.0,1800.0,35.0,1.25,1.0
2009.0,731.0,2660.0,2400.0,80.0,1.35,0.75
2009.0,731.0,2530.0,2260.0,80.0,1.35,0.75
2009.0,456.0,2330.0,2330.0,65.0,1.3625,0.85
2009.0,456.0,2660.0,2660.0,95.0,1.3625,0.85
2009.0,,2900.0,2900.0,115.0,1.325,
2010.0,731.0,3060.0,2800.0,130.0,1.375,0.8
2010.0,,1600.0,1460.0,155.0,,
2010.0,,1000.0,1000.0,7.0,,
2010.0,381.0,2400.0,2400.0,35.0,1.4,0.65
2010.0,382.0,3870.0,3600.0,73.0,1.4,0.65
2010.0,382.0,3730.0,3467.0,73.0,1.4,0.65
2010.0,382.0,3600.0,3333.0,87.0,1.4,0.65
2010.0,,1800.0,1800.0,13.0,1.175,0.8
2010.0,774.0,3460.0,2530.0,82.0,1.4,0.65
2010.0,774.0,3730.0,3060.0,95.0,1.4,0.65
2010.0,,3730.0,3460.0,130.0,1.35,0.75
2010.0,382.0,2800.0,2800.0,73.0,1.4,0.65
2010.0,410.0,2300.0,2300.0,35.0,,
2010.0,774.0,3200.0,2400.0,82.0,1.4,0.65
2010.0,228.0,3330.0,3330.0,65.0,1.3625,0.85
2010.0,228.0,3200.0,3200.0,65.0,1.3625,0.85
2010.0,228.0,3060.0,3060.0,65.0,,
2010.0,,2400.0,2400.0,80.0,1.3,0.8
2010.0,,2260.0,2260.0,80.0,1.35,0.75
2010.0,228.0,3200.0,3200.0,65.0,1.3625,0.85
2010.0,228.0,3000.0,3000.0,65.0,1.3625,0.85
2010.0,,2000.0,2000.0,80.0,1.35,0.75
2010.0,731.0,3060.0,2800.0,130.0,1.375,0.8
2010.0,410.0,2100.0,2100.0,35.0,,
2010.0,,2700.0,2700.0,65.0,1.3625,0.85
2010.0,,1000.0,1000.0,7.0,,
2010.0,,2800.0,2530.0,80.0,1.35,0.75
2010.0,,2670.0,2670.0,80.0,1.3,0.8
2010.0,,2933.0,2533.0,85.0,1.5,1.0
2010.0,,3330.0,2930.0,95.0,1.35,0.75
2010.0,,3460.0,3060.0,95.0,1.35,0.75
2010.0,,3200.0,2800.0,95.0,1.35,0.75
2010.0,,3060.0,2660.0,95.0,1.35,0.75
2010.0,228.0,2800.0,2800.0,65.0,1.3625,0.85
2010.0,382.0,3600.0,3333.0,73.0,1.4,0.65
2010.0,,3600.0,3330.0,130.0,1.375,0.8
2010.0,,3460.0,3200.0,130.0,1.375,0.8
2010.0,,2800.0,2260.0,60.0,1.35,0.75
2010.0,,2400.0,2130.0,40.0,1.35,0.75
2010.0,,1860.0,1860.0,40.0,1.35,0.75
2010.0,382.0,2533.0,2533.0,35.0,1.4,0.775
2010.0,382.0,2530.0,2260.0,30.0,1.4,0.65
2010.0,1170.0,3600.0,3333.0,130.0,1.375,0.8
2010.0,774.0,3200.0,1860.0,45.0,,
2010.0,,3600.0,3330.0,130.0,1.35,0.75
2010.0,382.0,3460.0,3200.0,73.0,1.4,0.65
2010.0,,1466.0,1330.0,155.0,,
2010.0,177.0,2800.0,2530.0,35.0,1.4,0.775
2010.0,382.0,2000.0,1200.0,18.0,,
2010.0,382.0,2400.0,1330.0,18.0,,
2010.0,382.0,1060.0,1060.0,18.0,,
2010.0,382.0,1200.0,1200.0,18.0,,
2010.0,382.0,1860.0,1860.0,35.0,,
2010.0,774.0,2930.0,1730.0,45.0,,
2010.0,382.0,1730.0,1200.0,18.0,,
2010.0,1200.0,3550.0,3550.0,200.0,,
2010.0,123.0,1830.0,1830.0,6.5,,
2010.0,1200.0,3700.0,3700.0,200.0,,
2010.0,382.0,1200.0,1200.0,18.0,,
2010.0,382.0,2400.0,2400.0,35.0,,
2010.0,382.0,3460.0,3200.0,73.0,1.4,0.65
2010.0,382.0,3200.0,3200.0,73.0,1.4,0.65
2010.0,382.0,3860.0,3600.0,73.0,1.4,0.65
2010.0,774.0,3730.0,3060.0,95.0,1.4,0.65
2010.0,774.0,3600.0,2930.0,95.0,1.4,0.65
2010.0,774.0,3600.0,2660.0,82.0,1.4,0.65
2010.0,382.0,2660.0,2400.0,35.0,,
2010.0,774.0,3330.0,2800.0,95.0,1.4,0.65
2010.0,382.0,3330.0,2660.0,35.0,,
2010.0,382.0,3060.0,2260.0,25.0,,
2010.0,177.0,3200.0,2667.0,35.0,1.4,0.775
2010.0,,1300.0,1300.0,7.0,,
2010.0,,1300.0,1300.0,7.0,,
2010.0,382.0,2000.0,2000.0,35.0,,
2010.0,382.0,2800.0,2530.0,35.0,,
2010.0,382.0,2530.0,2530.0,35.0,,
2010.0,382.0,3330.0,3330.0,73.0,1.4,0.65
2010.0,382.0,2130.0,2130.0,35.0,,
2010.0,382.0,3200.0,2660.0,35.0,,
2010.0,382.0,2000.0,2000.0,35.0,,
2010.0,382.0,1330.0,1330.0,18.0,,
2010.0,382.0,1860.0,1330.0,18.0,,
2010.0,382.0,3460.0,2800.0,35.0,,
2010.0,382.0,2130.0,1330.0,18.0,,
2010.0,382.0,2530.0,1460.0,18.0,,
2010.0,,1900.0,1900.0,2.2,,
2010.0,,1600.0,1600.0,2.2,,
2010.0,,1200.0,1200.0,1.3,,
2010.0,176.0,1500.0,1500.0,8.5,,
2010.0,,3460.0,3200.0,130.0,1.375,0.8
2010.0,47.0,2130.0,2130.0,2.5,1.1,0.75
2010.0,382.0,2266.0,1200.0,18.0,,
2010.0,382.0,3600.0,3330.0,87.0,1.4,0.65
2010.0,,3600.0,3330.0,130.0,1.375,0.8
2010.0,382.0,3066.0,2530.0,35.0,,
2010.0,382.0,2530.0,2260.0,35.0,,
2010.0,382.0,2260.0,2260.0,35.0,,
2010.0,,1866.0,1730.0,185.0,,
2010.0,382.0,2933.0,2933.0,73.0,1.4,0.65
2010.0,,1733.0,1600.0,185.0,,
2010.0,,1600.0,1600.0,130.0,,
2010.0,,1300.0,1300.0,3.6,0.9,0.75
2010.0,,1300.0,1300.0,7.0,1.175,0.8
2010.0,774.0,3330.0,2130.0,55.0,,
2010.0,382.0,2130.0,2130.0,35.0,1.4,0.775
2010.0,382.0,2530.0,2530.0,35.0,1.4,0.775
2010.0,382.0,3067.0,3067.0,73.0,1.4,0.65
2010.0,382.0,3200.0,3200.0,73.0,1.4,0.65
2010.0,382.0,3333.0,3333.0,73.0,1.4,0.65
2010.0,382.0,3730.0,3460.0,73.0,1.4,0.65
2010.0,382.0,2800.0,2000.0,25.0,,
2010.0,382.0,3460.0,3200.0,73.0,1.4,0.65
2010.0,382.0,2933.0,2130.0,25.0,,
2010.0,382.0,2130.0,2130.0,35.0,,
2010.0,382.0,1866.0,1066.0,18.0,,
2010.0,410.0,2000.0,2000.0,35.0,,
2010.0,,2666.0,2266.0,130.0,,
2010.0,,2400.0,2000.0,130.0,1.35,0.675
2010.0,,2800.0,2666.0,130.0,1.35,0.675
2010.0,,2400.0,2000.0,130.0,,
2010.0,,2533.0,1866.0,95.0,1.35,0.675
2010.0,382.0,2133.0,1060.0,18.0,,
2010.0,,2533.0,1866.0,95.0,1.35,0.675
2010.0,,2133.0,1866.0,105.0,1.35,0.675
2010.0,,1866.0,1866.0,95.0,1.35,0.675
2010.0,,2266.0,2000.0,105.0,,
2010.0,,1733.0,1730.0,105.0,,
2010.0,382.0,2930.0,2930.0,73.0,1.4,0.65
2010.0,,2266.0,2000.0,105.0,1.35,0.675
2010.0,123.0,1830.0,1830.0,6.5,,
2011.0,,2300.0,1600.0,17.0,,
2011.0,,1300.0,1300.0,17.0,,
2011.0,176.0,1660.0,1660.0,8.5,,
2011.0,,1500.0,1500.0,35.0,,
2011.0,,1600.0,1600.0,35.0,,
2011.0,,1600.0,1600.0,35.0,,
2011.0,,3300.0,3300.0,65.0,,
2011.0,,1200.0,1200.0,17.0,,
2011.0,,3600.0,3330.0,130.0,1.3,0.8
2011.0,,2900.0,2300.0,35.0,,
2011.0,,1100.0,1100.0,17.0,,
2011.0,,1200.0,1200.0,17.0,,
2011.0,,3900.0,3300.0,130.0,1.35,0.6
2011.0,,2130.0,2130.0,10.0,1.21,0.91
2011.0,,3000.0,3000.0,65.0,,
2011.0,,2700.0,2700.0,65.0,,
2011.0,,1200.0,1200.0,3.0,1.5,1.1125
2011.0,,1200.0,1200.0,15.0,,
2011.0,,2800.0,2800.0,65.0,,
2011.0,,3900.0,3500.0,95.0,,
2011.0,,1860.0,1860.0,10.0,1.21,0.91
2011.0,,2100.0,2100.0,35.0,,
2011.0,,3800.0,3200.0,130.0,1.35,0.6
2011.0,,3000.0,2400.0,35.0,,
2011.0,,2200.0,2200.0,35.0,,
2011.0,,1300.0,1300.0,17.0,,
2011.0,,1900.0,1900.0,35.0,,
2011.0,,1400.0,1400.0,17.0,,
2011.0,,1800.0,1800.0,35.0,,
2011.0,,2000.0,2000.0,35.0,,
2011.0,,2266.0,2000.0,105.0,,
2011.0,,3100.0,3100.0,65.0,,
2011.0,,2800.0,2400.0,130.0,,
2011.0,,2533.0,2130.0,105.0,,
2011.0,,2800.0,2660.0,130.0,,
2011.0,,2400.0,2000.0,130.0,,
2011.0,,2400.0,2000.0,130.0,,
2011.0,,2400.0,2000.0,130.0,,
2011.0,,2800.0,2400.0,130.0,,
2011.0,,2666.0,2260.0,130.0,,
2011.0,,2666.0,2260.0,130.0,,
2011.0,,3300.0,2600.0,35.0,,
2011.0,,2300.0,2300.0,35.0,,
2011.0,,3300.0,2200.0,45.0,,
2011.0,,1730.0,1730.0,105.0,,
2011.0,,1860.0,1860.0,95.0,,
2011.0,,2666.0,2260.0,130.0,,
2011.0,,4000.0,3600.0,95.0,,
2011.0,,2800.0,2400.0,130.0,,
2011.0,,2400.0,2130.0,105.0,,
2011.0,,3300.0,2500.0,65.0,,
2011.0,,1300.0,1300.0,17.0,,
2011.0,,2700.0,1700.0,17.0,,
2011.0,,2300.0,1400.0,17.0,,
2011.0,,2800.0,1700.0,17.0,,
2011.0,,2900.0,1800.0,17.0,,
2011.0,,2266.0,2000.0,105.0,,
2011.0,,2600.0,1500.0,17.0,,
2011.0,,3200.0,2300.0,25.0,,
2011.0,,3000.0,2100.0,25.0,,
2011.0,410.0,2300.0,2300.0,35.0,,
2011.0,410.0,1400.0,1400.0,10.0,,
2011.0,,2400.0,2130.0,105.0,,
2011.0,,2400.0,2130.0,105.0,,
2011.0,,2700.0,1600.0,17.0,,
2011.0,,2700.0,2700.0,65.0,,
2011.0,,2300.0,2300.0,35.0,,
2011.0,,2200.0,2200.0,35.0,,
2011.0,,3460.0,3060.0,95.0,1.35,0.75
2011.0,,3860.0,3600.0,130.0,1.35,0.75
2011.0,,3600.0,3200.0,95.0,1.35,0.75
2011.0,,3200.0,2930.0,130.0,1.35,0.75
2011.0,,2930.0,2530.0,80.0,1.35,0.75
2011.0,,2260.0,2260.0,80.0,1.35,0.75
2011.0,,2130.0,2130.0,80.0,1.35,0.75
2011.0,,1600.0,1600.0,80.0,1.35,0.75
2011.0,,3730.0,3460.0,130.0,1.375,0.8
2011.0,,3730.0,3460.0,130.0,1.375,0.8
2011.0,382.0,2933.0,2660.0,35.0,,
2011.0,382.0,2660.0,2660.0,35.0,,
2011.0,,3400.0,2200.0,20.0,,
2011.0,,2400.0,2400.0,65.0,,
2011.0,,2000.0,2000.0,35.0,,
2011.0,,3100.0,3100.0,65.0,,
2011.0,,2500.0,2500.0,35.0,,
2011.0,,3100.0,3100.0,65.0,,
2011.0,,2600.0,2600.0,35.0,,
2011.0,,3400.0,3400.0,65.0,,
2011.0,,2100.0,2100.0,35.0,,
2011.0,,2200.0,2200.0,35.0,,
2011.0,,3200.0,2900.0,95.0,,
2011.0,,3300.0,3000.0,95.0,,
2011.0,,3500.0,2700.0,35.0,,
2011.0,,3730.0,3460.0,130.0,1.35,0.75
2011.0,,3000.0,2400.0,35.0,,
2011.0,,3900.0,3500.0,95.0,,
2011.0,,3300.0,2400.0,45.0,,
2011.0,,3100.0,2800.0,95.0,,
2011.0,995.0,3800.0,3400.0,95.0,,
2011.0,382.0,2800.0,2800.0,73.0,1.4,0.65
2011.0,382.0,2933.0,2933.0,73.0,1.4,0.65
2011.0,382.0,1330.0,1330.0,18.0,,
2011.0,382.0,1200.0,1200.0,18.0,,
2011.0,382.0,2270.0,2270.0,35.0,,
2011.0,,3300.0,2500.0,65.0,,
2011.0,,3700.0,3300.0,95.0,,
2011.0,,3700.0,2700.0,65.0,,
2011.0,,3300.0,2300.0,45.0,,
2011.0,,3800.0,3400.0,95.0,,
2011.0,,3800.0,2800.0,65.0,,
2011.0,,2900.0,2000.0,45.0,,
2011.0,,2100.0,2100.0,35.0,,
2011.0,,2900.0,2300.0,35.0,,
